org_name,org_code,division,district,upazila,org_lvl,LAT,LON,wt
Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Dhaka,Sher-e-bangla Nagar,tertiary,23.7692146,90.3713616,98282.41268665332
"Shaheed Ziaur Rahman Medical College Hospital, Bogra",10001111,Rajshahi,Bogura,Bogura Sadar,tertiary,24.8279041,89.35293879999999,23814.10124189775
Shahzadpur Upazila Health Complex,10001656,Rajshahi,Sirajganj,Shahjadpur,subdistrict,24.1567056,89.5690892,34146.66271551724
Shailkupa Upazila Health Complex,10001790,Khulna,Jhenaidah,Shailkupa,subdistrict,23.6813144,89.2462735,18806.866431451614
Shakipur Upazila Health Complex,10000640,Dhaka,Tangail,Sakhipur,subdistrict,24.3164679,90.170626,17108.9783203125
Shalikha Upazila Health Complex,10001885,Khulna,Magura,Shalikha,subdistrict,23.3033389,89.375142,14430.971994707661
Shariatpur District Hospital,10000559,Dhaka,Shariatpur,Shariatpur Sadar,district,23.2116043,90.3484297,21969.522184440888
"Sheikh Hasina Medical College Hospital, Tangail",10024593,Dhaka,Tangail,Tangail Sadar,tertiary,24.2636082,89.92414850000002,26787.95390033144
Sher-e-bangla Medical College Hospital,10001978,Barishal,Barishal,Barishal Sadar,tertiary,22.6863517,90.3614666,20485.851959702883
Sherpur District Hospital,10000576,Mymensingh,Sherpur,Sherpur Sadar,district,25.0182375,90.024633,26856.045326791158
Sherpur Upazila Health Complex,10001147,Rajshahi,Bogura,Sherpur,subdistrict,24.6659425,89.41576320000001,24061.69936988467
Shibalaya Upazila Health Complex,10000307,Dhaka,Manikganj,Shibalaya,subdistrict,23.8461945,89.8214775,18412.03745453933
Shibchar Upazila Health Complex,10000274,Dhaka,Madaripur,Shibchar,subdistrict,23.3433746,90.17042239999999,19463.101247479837
Shibganj Upazila Health Complex,10001156,Rajshahi,Bogura,Shibganj,subdistrict,25.0053701,89.3164683,30623.32498604911
Shibganj Upazila Health Complex,10002210,Rajshahi,Chapai Nawabganj,Shibganj,subdistrict,25.0053701,89.3164683,30623.32498604911
Shibpur Upazila Health Complex,10000461,Dhaka,Narsingdi,Shibpur,subdistrict,24.0371778,90.7326197,44624.821986607145
Shyamnagar Upazila Health Complex,10001928,Khulna,Satkhira,Shyamnagar,subdistrict,22.3436556,89.102396099999993,19207.46307373047
Singair Upazila Health Complex,10000312,Dhaka,Manikganj,Singair,subdistrict,23.8136016,90.13056189999999,22307.454574092742
Singra Upazila Health Complex,10001438,Rajshahi,Natore,Singra,subdistrict,24.5135066,89.1463035,13148.982973845108
Sir Salimullah Medical College Hospital,10000056,Dhaka,Dhaka,Kotwali,tertiary,23.7105117,90.40213089999999,93476.58048463667
Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Rajshahi,Sirajganj,Sirajganj Sadar,district,24.4584857,89.7111754,29519.197206009267
Sitakunda Upazila Health Complex,10000838,Chattogram,Chattogram,Sitakunda,subdistrict,22.6095985,91.664723,19281.475982666016
Sonagazi Upazila Health Complex,10000969,Chattogram,Feni,Sonagazi,subdistrict,22.8501032,91.39655979999999,19466.851897321427
Sonaimuri Upazila Health Complex,10001061,Chattogram,Noakhali,Sonaimuri,subdistrict,23.0026044,91.0955188,43464.17515625
Sonargaon Upazila Health Complex,10000435,Dhaka,Narayanganj,Sonargaon,subdistrict,23.6471325,90.6167565,72079.9714704241
Sonatala Upazila Health Complex,10001159,Rajshahi,Bogura,Sonatola,subdistrict,25.0370877,89.4972226,24822.540599681714
Sreemangal Upazila Health Complex,10002125,Sylhet,Maulvibazar,Sreemangal,subdistrict,24.3008631,91.7371524,16887.47440476851
Sreenagar Upazila Health Complex,10000341,Dhaka,Munshiganj,Sreenagar,subdistrict,23.5500127,90.29016899999999,27362.316180889422
Sreepur Upazila Health Complex,10000151,Dhaka,Gazipur,Sreepur,subdistrict,24.1999809,90.4726482,41215.38885788691
Sreepur Upazila Health Complex,10002208,Khulna,Magura,Sreepur,subdistrict,24.1999809,90.4726482,41215.38885788691
Sribordi Upazila health Complex,10000578,Mymensingh,Sherpur,Sreebardi,subdistrict,25.149808,89.934806,23274.91478587963
Subarnachar Upazila Health Complex,10001064,Chattogram,Noakhali,Subarnachar,subdistrict,22.7056335,91.10667699999999,19870.868112664473
Sujanagar Upazila Health Complex,10001495,Rajshahi,Pabna,Sujanagar,subdistrict,23.9387637,89.4094767,18962.57666015625
Sulla Upazila Health Complex,10002152,Sylhet,Sunamganj,Sulla,subdistrict,24.687275,91.1319264,7097.779313151042
Sunamganj 250 bed District Sadar Hospital,10002157,Sylhet,Sunamganj,Sunamganj Sadar,district,25.0647035,91.4108072,22007.600656706712
Sundarganj Upazila Health Complex,10001286,Rangpur,Gaibandha,Sundarganj,subdistrict,25.5647332,89.5193852,20055.493326822918
Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet,Sylhet Sadar,tertiary,24.9015007,91.8539274,21539.79077603358
Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet,Sylhet Sadar,district,24.8991849,91.86724,26450.76378847948
Taherpur Upazila Health Complex,10002160,Sylhet,Sunamganj,Tahirpur,subdistrict,25.0990489,91.1755002,13595.408471679688
Tajumuddin Upazila Health Complex,10002018,Barishal,Bhola,Tazumuddin,subdistrict,22.4101607,90.84994119999999,21251.069972515106
Tala Upazila Health Complex,10001930,Khulna,Satkhira,Tala,subdistrict,22.7509368,89.2599362,15525.897317325367
Tangail 250 Bed District Hospital,10000647,Dhaka,Tangail,Tangail Sadar,district,24.263342,89.9255878,30787.519788587415
Tanore Upazila Health Complex,10001571,Rajshahi,Rajshahi,Tanore,subdistrict,24.575285,88.5751026,20179.977213541668
Taraganj Upazila Health Complex,10001622,Rangpur,Rangpur,Taraganj,subdistrict,25.8107123,89.0310069,26672.87868923611
Tarail Upazila Health Complex,10000253,Dhaka,Kishoreganj,Tarail,subdistrict,24.5502507,90.8874775,19802.48471174569
Tarash Upazila Health Complex,10001662,Rajshahi,Sirajganj,Tarash,subdistrict,24.4346473,89.3776149,14322.805655020255
Teknaf Upazila Health Complex,10000934,Chattogram,Cox's Bazar,Teknaf,subdistrict,20.8753498,92.29659439999999,10881.390869140625
Terokhada Upazila Health Complex,10001828,Khulna,Khulna,Terokhada,subdistrict,22.928258,89.672511,8476.320149739584
Tetulia Upazila Health Complex,10001518,Rangpur,Panchagarh,Tentulia,subdistrict,26.5170069,88.4306955,9728.726163591657
Thakurgaon District Hospital,10001687,Rangpur,Thakurgaon,Thakurgaon Sadar,district,26.0190812,88.4669352,15748.08693576389
Thanchi Upazila Health Complex,10000661,Chattogram,Bandarban,Thanchi,subdistrict,21.8238459,92.4386306,724.664290655227
Titas Upazila Health Complex,10000914,Chattogram,Cumilla,Titas,subdistrict,23.595969,90.79633439999999,36625.8779296875
Trisal Upazila Health Complex,10000409,Mymensingh,Mymensingh,Trishal,subdistrict,24.5779015,90.3946564,35844.902787642044
Tungibari Upazila Health Complex,10000347,Dhaka,Munshiganj,Tongibari,subdistrict,23.5118889,90.46616019999999,45950.33381453804
Tungipara Upazila Health Complex,10000182,Dhaka,Gopalganj,Tungipara,subdistrict,22.8941127,89.88953790000001,15866.3896484375
Ukhia Upazila Health Complex,10000939,Chattogram,Cox's Bazar,Ukhia,subdistrict,21.2551704,92.1278782,10140.911134366635
Ulipur Upazila Health Complex,10001338,Rangpur,Kurigram,Ulipur,subdistrict,25.6565077,89.6243298,21659.99920247396
Ullapara Upazila Health Complex,10001667,Rajshahi,Sirajganj,Ullahpara,subdistrict,24.3374458,89.5313268,32530.44611150568
Wazirpur Upazila Health Complex,10001997,Barishal,Barishal,Wazirpur,subdistrict,22.8273908,90.25151629999999,24636.616102430555
Zanjira Upazila Health Complex,10000563,Dhaka,Shariatpur,Zanjira,subdistrict,22.9109195,90.6232171,13915.721424303556
Zokiganj Upazila Health Complex,10002204,Sylhet,Sylhet,Zakiganj,subdistrict,24.8836812,92.3643505,22491.765887920672
