org_name,org_code,division,district,upazila,org_lvl,LAT,LON,wt
Savar Upazila Health Complex,10000083,Dhaka,Dhaka,Savar,subdistrict,23.8385698,90.24762989999999,10744.194864142815
Senbag Upazila Health Complex,10001056,Chattogram,Noakhali,Senbagh,subdistrict,22.9954916,91.2336158,3076.656403535795
Serajdikhan Upazila Health Complex,10000333,Dhaka,Munshiganj,Serajdikhan,subdistrict,23.5496776,90.38749039999999,5320.163073655872
Shaheed Ahsan Ullah Master General Hospital,10000129,Dhaka,Gazipur,Gazipur Sadar,tertiary,23.8933902,90.4022109,9839.11142742932
Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Dhaka,Sher-e-bangla Nagar,tertiary,23.7692146,90.3713616,9998.562216723205
"Shaheed Ziaur Rahman Medical College Hospital, Bogra",10001111,Rajshahi,Bogura,Bogura Sadar,tertiary,24.8279041,89.35293879999999,3469.0568213859638
Shahzadpur Upazila Health Complex,10001656,Rajshahi,Sirajganj,Shahjadpur,subdistrict,24.1567056,89.5690892,4437.497040122509
Shailkupa Upazila Health Complex,10001790,Khulna,Jhenaidah,Shailkupa,subdistrict,23.6813144,89.2462735,1896.9392613199775
Shakipur Upazila Health Complex,10000640,Dhaka,Tangail,Sakhipur,subdistrict,24.3164679,90.170626,2373.6481452249554
Shalikha Upazila Health Complex,10001885,Khulna,Magura,Shalikha,subdistrict,23.3033389,89.375142,1977.3803651906856
Shariatpur District Hospital,10000559,Dhaka,Shariatpur,Shariatpur Sadar,district,23.2116043,90.3484297,3190.945375503855
"Sheikh Hasina Medical College Hospital, Tangail",10024593,Dhaka,Tangail,Tangail Sadar,tertiary,24.2636082,89.92414850000002,3347.3448581964835
Sher-e-bangla Medical College Hospital,10001978,Barishal,Barishal,Barishal Sadar,tertiary,22.6863517,90.3614666,3200.5782924821906
Sherpur District Hospital,10000576,Mymensingh,Sherpur,Sherpur Sadar,district,25.0182375,90.024633,4201.368466258351
Sherpur Upazila Health Complex,10001147,Rajshahi,Bogura,Sherpur,subdistrict,24.6659425,89.41576320000001,3470.014812115843
Shibalaya Upazila Health Complex,10000307,Dhaka,Manikganj,Shibalaya,subdistrict,23.8461945,89.8214775,2644.910160551344
Shibchar Upazila Health Complex,10000274,Dhaka,Madaripur,Shibchar,subdistrict,23.3433746,90.17042239999999,3068.422420734848
Shibganj Upazila Health Complex,10001156,Rajshahi,Bogura,Shibganj,subdistrict,25.0053701,89.3164683,4493.9196535597785
Shibganj Upazila Health Complex,10002210,Rajshahi,Chapai Nawabganj,Shibganj,subdistrict,25.0053701,89.3164683,4493.9196535597785
Shibpur Upazila Health Complex,10000461,Dhaka,Narsingdi,Shibpur,subdistrict,24.0371778,90.7326197,3948.908799143024
Shyamnagar Upazila Health Complex,10001928,Khulna,Satkhira,Shyamnagar,subdistrict,22.3436556,89.102396099999993,2974.045154976195
Singair Upazila Health Complex,10000312,Dhaka,Manikganj,Singair,subdistrict,23.8136016,90.13056189999999,3131.2663900160996
Singra Upazila Health Complex,10001438,Rajshahi,Natore,Singra,subdistrict,24.5135066,89.1463035,1966.4092276312836
Sir Salimullah Medical College Hospital,10000056,Dhaka,Dhaka,Kotwali,tertiary,23.7105117,90.40213089999999,9431.2064242237
Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Rajshahi,Sirajganj,Sirajganj Sadar,district,24.4584857,89.7111754,4000.8009845703573
Sitakunda Upazila Health Complex,10000838,Chattogram,Chattogram,Sitakunda,subdistrict,22.6095985,91.664723,3125.872816035408
Sonagazi Upazila Health Complex,10000969,Chattogram,Feni,Sonagazi,subdistrict,22.8501032,91.39655979999999,2763.591843374408
Sonaimuri Upazila Health Complex,10001061,Chattogram,Noakhali,Sonaimuri,subdistrict,23.0026044,91.0955188,2891.706261736225
Sonargaon Upazila Health Complex,10000435,Dhaka,Narayanganj,Sonargaon,subdistrict,23.6471325,90.6167565,7304.0878164969845
Sonatala Upazila Health Complex,10001159,Rajshahi,Bogura,Sonatola,subdistrict,25.0370877,89.4972226,3654.9697240592354
Sreemangal Upazila Health Complex,10002125,Sylhet,Maulvibazar,Sreemangal,subdistrict,24.3008631,91.7371524,2647.6360644834554
Sreenagar Upazila Health Complex,10000341,Dhaka,Munshiganj,Sreenagar,subdistrict,23.5500127,90.29016899999999,3759.424254483068
Sreepur Upazila Health Complex,10000151,Dhaka,Gazipur,Sreepur,subdistrict,24.1999809,90.4726482,5825.851442278483
Sreepur Upazila Health Complex,10002208,Khulna,Magura,Sreepur,subdistrict,24.1999809,90.4726482,5825.851442278483
Sribordi Upazila health Complex,10000578,Mymensingh,Sherpur,Sreebardi,subdistrict,25.149808,89.934806,3819.542169729524
Subarnachar Upazila Health Complex,10001064,Chattogram,Noakhali,Subarnachar,subdistrict,22.7056335,91.10667699999999,2301.8284507039193
Sujanagar Upazila Health Complex,10001495,Rajshahi,Pabna,Sujanagar,subdistrict,23.9387637,89.4094767,1714.3223760005421
Sulla Upazila Health Complex,10002152,Sylhet,Sunamganj,Sulla,subdistrict,24.687275,91.1319264,1042.1000350141655
Sunamganj 250 bed District Sadar Hospital,10002157,Sylhet,Sunamganj,Sunamganj Sadar,district,25.0647035,91.4108072,3252.0779195697046
Sundarganj Upazila Health Complex,10001286,Rangpur,Gaibandha,Sundarganj,subdistrict,25.5647332,89.5193852,2857.7599949551563
Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet,Sylhet Sadar,tertiary,24.9015007,91.8539274,3229.1865184177473
Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet,Sylhet Sadar,district,24.8991849,91.86724,3958.217277171066
Taherpur Upazila Health Complex,10002160,Sylhet,Sunamganj,Tahirpur,subdistrict,25.0990489,91.1755002,2041.0419327144725
Tajumuddin Upazila Health Complex,10002018,Barishal,Bhola,Tazumuddin,subdistrict,22.4101607,90.84994119999999,3755.058255486021
Tala Upazila Health Complex,10001930,Khulna,Satkhira,Tala,subdistrict,22.7509368,89.2599362,2407.2510422493065
Tangail 250 Bed District Hospital,10000647,Dhaka,Tangail,Tangail Sadar,district,24.263342,89.9255878,3567.326249393477
Tanore Upazila Health Complex,10001571,Rajshahi,Rajshahi,Tanore,subdistrict,24.575285,88.5751026,4973.512026166845
Taraganj Upazila Health Complex,10001622,Rangpur,Rangpur,Taraganj,subdistrict,25.8107123,89.0310069,3774.0895429480884
Tarail Upazila Health Complex,10000253,Dhaka,Kishoreganj,Tarail,subdistrict,24.5502507,90.8874775,2824.969018381216
Tarash Upazila Health Complex,10001662,Rajshahi,Sirajganj,Tarash,subdistrict,24.4346473,89.3776149,1906.1636987537086
Teknaf Upazila Health Complex,10000934,Chattogram,Cox's Bazar,Teknaf,subdistrict,20.8753498,92.29659439999999,1630.0018945373251
Terokhada Upazila Health Complex,10001828,Khulna,Khulna,Terokhada,subdistrict,22.928258,89.672511,1720.6394403652923
Tetulia Upazila Health Complex,10001518,Rangpur,Panchagarh,Tentulia,subdistrict,26.5170069,88.4306955,860.5748088791269
Thakurgaon District Hospital,10001687,Rangpur,Thakurgaon,Thakurgaon Sadar,district,26.0190812,88.4669352,2150.8548751903577
Thanchi Upazila Health Complex,10000661,Chattogram,Bandarban,Thanchi,subdistrict,21.8238459,92.4386306,107.9769541103587
Titas Upazila Health Complex,10000914,Chattogram,Cumilla,Titas,subdistrict,23.595969,90.79633439999999,4333.912564877047
Trisal Upazila Health Complex,10000409,Mymensingh,Mymensingh,Trishal,subdistrict,24.5779015,90.3946564,6183.817778334888
Tungibari Upazila Health Complex,10000347,Dhaka,Munshiganj,Tongibari,subdistrict,23.5118889,90.46616019999999,5368.484389788194
Tungipara Upazila Health Complex,10000182,Dhaka,Gopalganj,Tungipara,subdistrict,22.8941127,89.88953790000001,2505.582137650363
Ukhia Upazila Health Complex,10000939,Chattogram,Cox's Bazar,Ukhia,subdistrict,21.2551704,92.1278782,1478.343162156393
Ulipur Upazila Health Complex,10001338,Rangpur,Kurigram,Ulipur,subdistrict,25.6565077,89.6243298,3182.4745147550625
Ullapara Upazila Health Complex,10001667,Rajshahi,Sirajganj,Ullahpara,subdistrict,24.3374458,89.5313268,4354.886806431827
Wazirpur Upazila Health Complex,10001997,Barishal,Barishal,Wazirpur,subdistrict,22.8273908,90.25151629999999,3751.652137251239
Zanjira Upazila Health Complex,10000563,Dhaka,Shariatpur,Zanjira,subdistrict,22.9109195,90.6232171,2023.2681319459741
Zokiganj Upazila Health Complex,10002204,Sylhet,Sylhet,Zakiganj,subdistrict,24.8836812,92.3643505,3396.949768324335
