org_name,org_code,division,district,upazila,org_lvl,wt,LAT,LON
Satkhira District Hospital,10001926,Khulna,Satkhira,Satkhira Sadar,district,0.8691309074068485,22.7223116,89.068737
Saturia Upazila Health Complex,10000303,Dhaka,Manikganj,Saturia,subdistrict,0.7758479416662322,23.9729721,90.0361533
Savar Upazila Health Complex,10000083,Dhaka,Dhaka,Savar,subdistrict,0.7277893263822611,23.8385698,90.24762989999999
Senbag Upazila Health Complex,10001056,Chattogram,Noakhali,Senbagh,subdistrict,0.5213795318755189,22.9954916,91.2336158
Serajdikhan Upazila Health Complex,10000333,Dhaka,Munshiganj,Serajdikhan,subdistrict,0.7350079640385775,23.5496776,90.38749039999999
Shaheed Ahsan Ullah Master General Hospital,10000129,Dhaka,Gazipur,Gazipur Sadar,tertiary,0.6788470834623369,23.8933902,90.4022109
Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Dhaka,Sher-e-bangla Nagar,tertiary,0.6938326273831432,23.7692146,90.3713616
"Shaheed Ziaur Rahman Medical College Hospital, Bogra",10001111,Rajshahi,Bogura,Bogura Sadar,tertiary,0.8446836977966916,24.8279041,89.35293879999999
Shahzadpur Upazila Health Complex,10001656,Rajshahi,Sirajganj,Shahjadpur,subdistrict,0.7499086626068505,24.1567056,89.5690892
Shailkupa Upazila Health Complex,10001790,Khulna,Jhenaidah,Shailkupa,subdistrict,0.5934958787504065,23.6813144,89.2462735
Shakipur Upazila Health Complex,10000640,Dhaka,Tangail,Sakhipur,subdistrict,0.8143806947987692,24.3164679,90.170626
Shalikha Upazila Health Complex,10001885,Khulna,Magura,Shalikha,subdistrict,0.8063191035203953,23.3033389,89.375142
Shariatpur District Hospital,10000559,Dhaka,Shariatpur,Shariatpur Sadar,district,0.8450872491753147,23.2116043,90.3484297
"Sheikh Hasina Medical College Hospital, Tangail",10024593,Dhaka,Tangail,Tangail Sadar,tertiary,0.7396513777275787,24.2636082,89.92414850000002
Sher-e-bangla Medical College Hospital,10001978,Barishal,Barishal,Barishal Sadar,tertiary,0.9054771130610045,22.6863517,90.3614666
Sherpur District Hospital,10000576,Mymensingh,Sherpur,Sherpur Sadar,district,0.9070232107932452,25.0182375,90.024633
Sherpur Upazila Health Complex,10001147,Rajshahi,Bogura,Sherpur,subdistrict,0.8283496912990861,24.6659425,89.41576320000001
Shibalaya Upazila Health Complex,10000307,Dhaka,Manikganj,Shibalaya,subdistrict,0.8222866867578964,23.8461945,89.8214775
Shibchar Upazila Health Complex,10000274,Dhaka,Madaripur,Shibchar,subdistrict,0.9230989514481764,23.3433746,90.17042239999999
Shibganj Upazila Health Complex,10001156,Rajshahi,Bogura,Shibganj,subdistrict,0.8542406532914876,25.0053701,89.3164683
Shibganj Upazila Health Complex,10002210,Rajshahi,Chapai Nawabganj,Shibganj,subdistrict,0.8542406532914876,25.0053701,89.3164683
Shibpur Upazila Health Complex,10000461,Dhaka,Narsingdi,Shibpur,subdistrict,0.5082927292496937,24.0371778,90.7326197
Shyamnagar Upazila Health Complex,10001928,Khulna,Satkhira,Shyamnagar,subdistrict,0.8918147180596033,22.3436556,89.102396099999993
Singair Upazila Health Complex,10000312,Dhaka,Manikganj,Singair,subdistrict,0.8149497395177087,23.8136016,90.13056189999999
Singra Upazila Health Complex,10001438,Rajshahi,Natore,Singra,subdistrict,0.8603842459503026,24.5135066,89.1463035
Sir Salimullah Medical College Hospital,10000056,Dhaka,Dhaka,Kotwali,tertiary,0.6867356339068297,23.7105117,90.40213089999999
Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Rajshahi,Sirajganj,Sirajganj Sadar,district,0.7933950200854623,24.4584857,89.7111754
Sitakunda Upazila Health Complex,10000838,Chattogram,Chattogram,Sitakunda,subdistrict,0.9534361025269483,22.6095985,91.664723
Sonagazi Upazila Health Complex,10000969,Chattogram,Feni,Sonagazi,subdistrict,0.8574623025032158,22.8501032,91.39655979999999
Sonaimuri Upazila Health Complex,10001061,Chattogram,Noakhali,Sonaimuri,subdistrict,0.41196430395781936,23.0026044,91.0955188
Sonargaon Upazila Health Complex,10000435,Dhaka,Narayanganj,Sonargaon,subdistrict,0.656579876342953,23.6471325,90.6167565
Sonatala Upazila Health Complex,10001159,Rajshahi,Bogura,Sonatola,subdistrict,0.8565896072495579,25.0370877,89.4972226
Sreemangal Upazila Health Complex,10002125,Sylhet,Maulvibazar,Sreemangal,subdistrict,0.9161458340698463,24.3008631,91.7371524
Sreenagar Upazila Health Complex,10000341,Dhaka,Munshiganj,Sreenagar,subdistrict,0.8011524689608874,23.5500127,90.29016899999999
Sreepur Upazila Health Complex,10000151,Dhaka,Gazipur,Sreepur,subdistrict,0.8279458163129884,24.1999809,90.4726482
Sreepur Upazila Health Complex,10002208,Khulna,Magura,Sreepur,subdistrict,0.8279458163129884,24.1999809,90.4726482
Sribordi Upazila health Complex,10000578,Mymensingh,Sherpur,Sreebardi,subdistrict,0.9553446050461031,25.149808,89.934806
Subarnachar Upazila Health Complex,10001064,Chattogram,Noakhali,Subarnachar,subdistrict,0.7691338716223617,22.7056335,91.10667699999999
Sujanagar Upazila Health Complex,10001495,Rajshahi,Pabna,Sujanagar,subdistrict,0.5303497976842149,23.9387637,89.4094767
Sulla Upazila Health Complex,10002152,Sylhet,Sunamganj,Sulla,subdistrict,0.8596248856241345,24.687275,91.1319264
Sunamganj 250 bed District Sadar Hospital,10002157,Sylhet,Sunamganj,Sunamganj Sadar,district,0.8601000544878538,25.0647035,91.4108072
Sundarganj Upazila Health Complex,10001286,Rangpur,Gaibandha,Sundarganj,subdistrict,0.8302224688225504,25.5647332,89.5193852
Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet,Sylhet Sadar,tertiary,0.8685038981549044,24.9015007,91.8539274
Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet,Sylhet Sadar,district,0.8677482832961827,24.8991849,91.86724
Taherpur Upazila Health Complex,10002160,Sylhet,Sunamganj,Tahirpur,subdistrict,0.8759628697283631,25.0990489,91.1755002
Tajumuddin Upazila Health Complex,10002018,Barishal,Bhola,Tazumuddin,subdistrict,1.0214636648682425,22.4101607,90.84994119999999
Tala Upazila Health Complex,10001930,Khulna,Satkhira,Tala,subdistrict,0.935065531450447,22.7509368,89.2599362
Tangail 250 Bed District Hospital,10000647,Dhaka,Tangail,Tangail Sadar,district,0.6901935989963246,24.263342,89.9255878
Tanore Upazila Health Complex,10001571,Rajshahi,Rajshahi,Tanore,subdistrict,1.3759757100355157,24.575285,88.5751026
Taraganj Upazila Health Complex,10001622,Rangpur,Rangpur,Taraganj,subdistrict,0.8203810664484423,25.8107123,89.0310069
Tarail Upazila Health Complex,10000253,Dhaka,Kishoreganj,Tarail,subdistrict,0.831299843331375,24.5502507,90.8874775
Tarash Upazila Health Complex,10001662,Rajshahi,Sirajganj,Tarash,subdistrict,0.7701834234211632,24.4346473,89.3776149
Teknaf Upazila Health Complex,10000934,Chattogram,Cox's Bazar,Teknaf,subdistrict,0.8814641241737695,20.8753498,92.29659439999999
Terokhada Upazila Health Complex,10001828,Khulna,Khulna,Terokhada,subdistrict,1.107822231646296,22.928258,89.672511
Tetulia Upazila Health Complex,10001518,Rangpur,Panchagarh,Tentulia,subdistrict,0.5250939652797474,26.5170069,88.4306955
Thakurgaon District Hospital,10001687,Rangpur,Thakurgaon,Thakurgaon Sadar,district,0.7911092452340472,26.0190812,88.4669352
Thanchi Upazila Health Complex,10000661,Chattogram,Bandarban,Thanchi,subdistrict,0.8656152314100438,21.8238459,92.4386306
Titas Upazila Health Complex,10000914,Chattogram,Cumilla,Titas,subdistrict,0.6949147785012157,23.595969,90.79633439999999
Trisal Upazila Health Complex,10000409,Mymensingh,Mymensingh,Trishal,subdistrict,0.9958479915985267,24.5779015,90.3946564
Tungibari Upazila Health Complex,10000347,Dhaka,Munshiganj,Tongibari,subdistrict,0.6932120658662576,23.5118889,90.46616019999999
Tungipara Upazila Health Complex,10000182,Dhaka,Gopalganj,Tungipara,subdistrict,0.9076580222405575,22.8941127,89.88953790000001
Ukhia Upazila Health Complex,10000939,Chattogram,Cox's Bazar,Ukhia,subdistrict,0.8470042126316029,21.2551704,92.1278782
Ulipur Upazila Health Complex,10001338,Rangpur,Kurigram,Ulipur,subdistrict,0.8741069812373093,25.6565077,89.6243298
Ullapara Upazila Health Complex,10001667,Rajshahi,Sirajganj,Ullahpara,subdistrict,0.769528756036978,24.3374458,89.5313268
Wazirpur Upazila Health Complex,10001997,Barishal,Barishal,Wazirpur,subdistrict,0.8829902098889896,22.8273908,90.25151629999999
Zanjira Upazila Health Complex,10000563,Dhaka,Shariatpur,Zanjira,subdistrict,0.8317015850981169,22.9109195,90.6232171
Zokiganj Upazila Health Complex,10002204,Sylhet,Sylhet,Zakiganj,subdistrict,0.8809088356589204,24.8836812,92.3643505
