rep,metric,category,inf_cat_total,pop_cat_total
912,inf,Moderate,15146079.589905893,72801980.986328125
912,inf,Mild,1003439.1067082797,6171011.189735398
913,inf,High,18496075.612342615,77142977.93261719
913,inf,Moderate,9370422.210035602,76420559.81799316
913,inf,Mild,649597.3817170206,9035532.869789109
914,inf,High,16074837.685977018,66969632.145996094
914,inf,Moderate,5622173.632845702,82092840.6237793
914,inf,Mild,210456.42590456214,13536597.85062407
915,inf,High,18016691.05044934,80048173.03613281
915,inf,Moderate,8796305.946660997,73251166.12280273
915,inf,Mild,547397.9995709287,9299731.461463913
916,inf,High,14925162.953535782,76344777.00390625
916,inf,Moderate,5825432.812521927,75687156.05963135
916,inf,Mild,370161.3924202662,10567137.556861863
917,inf,High,13381603.146426035,69270379.4711914
917,inf,Moderate,3946017.259858833,78948819.52328491
917,inf,Mild,187077.77004383696,14379871.625923142
918,inf,High,21919851.752485335,78209735.7890625
918,inf,Moderate,10074909.561441906,75421444.68566895
918,inf,Mild,522528.22310266236,8967890.145668015
919,inf,High,17389577.23219063,70978791.2290039
919,inf,Moderate,6632637.505743108,80116394.421875
919,inf,Mild,287902.7080433686,11503884.969520554
92,inf,High,14920216.825049216,79542328.05371094
92,inf,Moderate,5829946.141048763,74071910.77001953
92,inf,Mild,325290.1082323321,8984831.796668991
920,inf,High,21355121.926012952,73970646.42041016
920,inf,Moderate,6057710.354592003,73921618.6854248
920,inf,Mild,221058.52434938194,14706805.5145645
921,inf,High,18833145.564673066,80591443.89550781
921,inf,Moderate,9947245.756449174,74696290.9934082
921,inf,Mild,724208.5607946551,7311335.731483445
922,inf,High,17690081.06367323,72671584.314453125
922,inf,Moderate,8130719.1363394465,77131842.08947754
922,inf,Mild,557389.8935548298,12795644.216468796
923,inf,High,19017546.244495638,77506064.99511719
923,inf,Moderate,9208778.199565085,73999687.92590332
923,inf,Mild,576337.5753530532,11093317.699378952
924,inf,High,19314800.84701785,75433839.07958984
924,inf,Moderate,6245983.760915333,75340496.51135254
924,inf,Mild,299765.1992744989,11824735.029457077
925,inf,High,21639347.58077127,81214971.466796875
925,inf,Moderate,13618428.508071996,74981520.46777344
925,inf,Mild,1066607.8316086433,6402578.685829148
926,inf,High,15425003.709772274,73376919.984375
926,inf,Moderate,6833126.883752305,77805846.20214844
926,inf,Mild,357318.9725363087,11416304.433876023
927,inf,High,20200196.533201415,71378679.87890625
927,inf,Moderate,5889380.539837464,77920724.44812012
927,inf,Mild,240617.92392678047,13299666.293373093
928,inf,High,12888075.344602339,75352957.82714844
928,inf,Moderate,5705018.913310416,76676867.63415527
928,inf,Mild,330396.19786973536,10569245.15909575
929,inf,High,17959514.045762233,82599010.84472656
929,inf,Moderate,10161780.84421947,72917517.94140625
929,inf,Mild,680624.7414063471,7082541.834266648
93,inf,High,17220969.718635578,68164203.17675781
93,inf,Moderate,3395096.2535484233,74601645.82409668
93,inf,Mild,115367.37322899519,19833221.619544968
930,inf,High,16177865.025902808,76379440.98486328
930,inf,Moderate,5675595.985243957,74536808.41918945
930,inf,Mild,231991.008209966,11682821.216346726
931,inf,High,13540411.28774373,72037106.7319336
931,inf,Moderate,5130054.93385787,78886507.5102539
931,inf,Mild,306955.23219342885,11675456.37821196
932,inf,High,16966415.474937607,83144572.13378906
932,inf,Moderate,9311878.9805452,71098629.85791016
932,inf,Mild,674523.8595845755,8355868.628700241
933,inf,High,14715095.693738975,74701683.41796875
933,inf,Moderate,6643954.294758388,78290011.7635498
933,inf,Mild,383770.3938889624,9607375.438880906
934,inf,High,24074570.306043286,77315517.615234375
934,inf,Moderate,12543779.228799773,75555634.29516602
934,inf,Mild,956971.869646072,9727918.70999907
935,inf,High,16277642.114605036,77731188.798828125
935,inf,Moderate,6826694.652563344,75859193.00854492
935,inf,Mild,388167.8503794115,9008688.813026413
936,inf,High,9571626.44031859,75311527.72363281
936,inf,Moderate,3416546.1395049277,76545910.90631104
936,inf,Mild,196645.69336801453,10741631.990455613
937,inf,High,18662675.53956311,84176956.78515625
937,inf,Moderate,11413545.156322772,71765241.53344727
937,inf,Mild,801962.1269252874,6656872.301795945
938,inf,High,19434145.481170874,82357417.4296875
938,inf,Moderate,10721576.232479505,73464188.73413086
938,inf,Mild,795605.6519208747,6777464.456581101
939,inf,High,14059263.064582348,77952874.68652344
939,inf,Moderate,7289594.9173026895,74868966.29260254
939,inf,Mild,466372.5181037102,9777229.641273484
94,inf,High,21457192.03402095,79677747.36230469
94,inf,Moderate,13258865.258298766,75064869.279296875
94,inf,Mild,913556.9644694655,7856453.978797898
940,inf,High,15314883.224049166,79696798.26660156
940,inf,Moderate,7833259.148406491,73689419.66430664
940,inf,Mild,564128.9909256414,9212852.689491257
941,inf,High,16360321.089491662,80443338.71484375
941,inf,Moderate,8336383.033803019,74842536.54223633
941,inf,Mild,526316.4960313918,7313195.363319382
942,inf,High,14724020.94697472,77449540.73291016
942,inf,Moderate,7360811.136094376,74875333.87512207
942,inf,Mild,486341.42505404196,10274196.012367234
943,inf,High,20747012.669047624,80117291.638671875
943,inf,Moderate,10113104.295599261,74144491.7211914
943,inf,Mild,618881.7793994184,8337287.260536179
944,inf,High,18590965.29261699,71971882.52685547
944,inf,Moderate,5818338.94627215,75474699.09796143
944,inf,Mild,255765.0602678042,15152488.995582566
945,inf,High,22107638.504001204,83827969.548828125
945,inf,Moderate,14126191.007036421,72621495.60595703
945,inf,Mild,1001883.6838950288,6149605.465614304
946,inf,High,22731165.306170393,73567258.197265625
946,inf,Moderate,8199104.093194745,78230327.83874512
946,inf,Mild,399855.3387368555,10801484.584388718
947,inf,High,22754748.087840732,77536234.3203125
947,inf,Moderate,9785728.107326528,74006269.11169434
947,inf,Mild,545585.0870793031,11056567.188392624
948,inf,High,20591556.225014783,76230787.158203125
948,inf,Moderate,9247194.131266383,76593389.9588623
948,inf,Mild,529501.857983428,9774893.50333403
949,inf,High,17908299.440610193,85930667.513671875
949,inf,Moderate,12162322.064589016,71041588.49267578
949,inf,Mild,899612.6457063166,5626814.614051804
95,inf,High,19987400.02667956,76094378.18359375
95,inf,Moderate,8833030.509929936,75562145.029296875
95,inf,Mild,612452.3623597702,10942547.407508835
950,inf,High,20624359.14393248,75914616.423828125
950,inf,Moderate,9872070.644486453,75705161.39282227
950,inf,Mild,530008.607801934,10979292.80374907
951,inf,High,22305828.1465567,83182555.50097656
951,inf,Moderate,13432352.657171432,73067307.10009766
951,inf,Mild,977339.7836806023,6349208.019325241
952,inf,High,15611316.432408843,78438571.71484375
952,inf,Moderate,7678441.625683724,75286744.10058594
952,inf,Mild,504866.8459092887,8873754.804969773
953,inf,High,19108301.866276506,85679492.89160156
953,inf,Moderate,12231376.100415684,71296115.44238281
953,inf,Mild,919720.2245497793,5623462.286415085
954,inf,High,19354063.77442502,83771109.44238281
954,inf,Moderate,11956859.255937725,72360521.90527344
954,inf,Mild,901368.4881599079,6467439.27274321
955,inf,High,20052283.443074193,77123882.62988281
955,inf,Moderate,9768459.467642596,75232338.45629883
955,inf,Mild,584203.2504201283,10242849.53421782
956,inf,High,18960388.050436758,82612499.24511719
956,inf,Moderate,11342478.7604589,73251044.50341797
956,inf,Mild,775911.9960210017,6735526.871864304
957,inf,High,21333371.874595113,85479460.220703125
957,inf,Moderate,14202570.613525176,70995790.984375
957,inf,Mild,1085787.4404160476,6123819.415321335
958,inf,High,17668081.069728848,79642055.90917969
958,inf,Moderate,8428042.70529204,74700636.40161133
958,inf,Mild,592182.1533785152,8256378.309608445
959,inf,High,26954766.649412554,77583378.07910156
959,inf,Moderate,14079503.022723796,74995016.91882324
959,inf,Mild,884225.1588992351,10020675.622474656
96,inf,High,21142143.53879017,74823362.54296875
96,inf,Moderate,9965476.284574114,78361820.5
96,inf,Mild,579499.441275345,9413887.57743071
960,inf,High,22969461.314914986,80911508.568359375
960,inf,Moderate,10340591.10353326,71917340.67370605
960,inf,Mild,742332.9638825619,9770221.37833403
961,inf,High,19157181.838121656,74093759.49169922
961,inf,Moderate,6577302.937011095,75267913.46899414
961,inf,Mild,328713.4599686555,13237397.6597061
962,inf,High,17989367.52702353,79011626.68457031
962,inf,Moderate,9715993.744703105,74140296.03186035
962,inf,Mild,682098.4887274754,9447147.903968796
963,inf,High,14446274.931955265,80513443.99609375
963,inf,Moderate,9069370.2533585,74752439.6262207
963,inf,Mild,692238.3377053762,7333186.998085007
964,inf,High,17682739.330884527,83553113.96972656
964,inf,Moderate,10056165.574584786,72011455.79736328
964,inf,Mild,661160.8563216265,7034500.853309616
965,inf,High,16664564.15395816,75545332.13574219
965,inf,Moderate,7830783.003646491,77860962.2635498
965,inf,Mild,548607.1634041521,9192776.221107468
966,inf,High,14243095.123061756,80142453.20605469
966,inf,Moderate,6530782.190263448,74708013.52331543
966,inf,Mild,428324.9753098257,7748603.891029343
967,inf,High,16805519.596375044,77462301.13183594
967,inf,Moderate,9623815.297374468,76585049.25756836
967,inf,Mild,679641.2231588506,8551720.230995163
968,inf,High,19782139.942353025,82010419.38378906
968,inf,Moderate,10869995.847447537,73047117.19824219
968,inf,Mild,726651.5662732203,7541534.03836821
969,inf,High,14720175.549947526,76143120.61816406
969,inf,Moderate,6882930.530260652,76733222.50323486
969,inf,Mild,421366.5744773362,9722727.499000534
97,inf,High,13791510.609897336,83893908.4609375
97,inf,Moderate,8894728.026423778,72575310.89477539
97,inf,Mild,621297.9449194566,6129851.26468657
970,inf,High,21831548.935367394,82143622.849609375
970,inf,Moderate,12326656.924545754,72850556.28540039
970,inf,Mild,843214.7154560545,7604891.485389695
971,inf,High,23714663.274476897,81416213.69238281
971,inf,Moderate,14167834.266399488,73842165.4350586
971,inf,Mild,1011678.4413160607,7340691.492958054
972,inf,High,21376568.453404892,80684534.70410156
972,inf,Moderate,12062915.19998273,72967639.93261719
972,inf,Mild,757048.5711769359,8946895.98368071
973,inf,High,18012101.853400238,82313090.8203125
973,inf,Moderate,9490831.596368186,73517602.93237305
973,inf,Mild,662043.5949689613,6768376.867713913
974,inf,High,21415517.51421866,80395683.681640625
974,inf,Moderate,9146065.463919882,73037626.89147949
974,inf,Mild,560673.1966136254,9165760.047279343
975,inf,High,27335919.69306763,78524217.78417969
975,inf,Moderate,13200711.280221764,74917497.73339844
975,inf,Mild,985334.382212153,9157355.102821335
976,inf,High,22395989.710181996,77289560.638671875
976,inf,Moderate,11126295.95481968,76545748.32885742
976,inf,Mild,776009.9690101279,8763761.652870163
977,inf,High,18881463.917150117,79921770.75390625
977,inf,Moderate,9493718.815814858,73844498.84643555
977,inf,Mild,687977.0676649585,8832801.020057663
978,inf,High,20966462.176189926,82327674.947265625
978,inf,Moderate,12249445.418201683,73597073.50024414
978,inf,Mild,844417.7388775386,6674322.172889695
979,inf,High,21036593.120322473,81213083.88183594
979,inf,Moderate,11478284.660333512,74248335.7602539
979,inf,Mild,853488.6074788419,7137650.978309616
98,inf,High,18160985.369858507,77655271.78808594
98,inf,Moderate,9064799.531825107,75304181.08410645
98,inf,Mild,569891.2035369019,9639617.748207077
980,inf,High,18553938.983061664,74773334.04736328
980,inf,Moderate,6324047.975761186,74320505.34918213
980,inf,Mild,348743.8394783356,13505231.22385405
981,inf,High,16453364.142497798,78303358.85644531
981,inf,Moderate,6446240.104183047,74185282.60620117
981,inf,Mild,393366.7287086438,10110429.157752976
982,inf,High,17799331.24726591,80268241.9609375
982,inf,Moderate,8712982.779139735,74523045.43676758
982,inf,Mild,644607.9689533593,7807783.222694382
983,inf,High,19859527.56675928,86422638.181640625
983,inf,Moderate,12472393.360108566,70116507.28173828
983,inf,Mild,925874.7029677408,6059925.157020554
984,inf,High,16365625.06230616,75330429.98925781
984,inf,Moderate,6686235.368755383,75961567.91235352
984,inf,Mild,404945.69973366783,11307072.718788132
985,inf,High,15978754.980245683,74299619.59375
985,inf,Moderate,4875214.828629042,75723244.35247803
985,inf,Mild,192950.7113399762,12576206.674171433
986,inf,High,18466122.822100576,74851139.35107422
986,inf,Moderate,9075607.448482951,78022353.17028809
986,inf,Mild,530151.5289202136,9725578.099037156
987,inf,High,15025922.228025608,82817423.31152344
987,inf,Moderate,8640197.15414323,72837535.72363281
987,inf,Mild,598221.9395805692,6944111.58524321
988,inf,High,20578770.581450198,81317670.47265625
988,inf,Moderate,12469215.15430981,74062491.23364258
988,inf,Mild,937763.4645450615,7218908.914100632
989,inf,High,13712053.18573173,77079259.224609375
989,inf,Moderate,5630042.253988806,75081026.30651855
989,inf,Mild,356540.449896845,10438785.08927153
99,inf,High,20734917.462935027,78480535.92675781
99,inf,Moderate,10900594.116408868,75839688.08813477
99,inf,Mild,667744.7069620681,8278846.605506882
990,inf,High,15403609.285477106,81017924.73828125
990,inf,Moderate,7587728.295756454,73226810.47143555
990,inf,Mild,539109.260025336,8354335.410682663
991,inf,High,22396463.347879518,75230230.58105469
991,inf,Moderate,8957219.464531442,77759346.31359863
991,inf,Mild,552027.5313752287,9609493.72574614
992,inf,High,18554374.38839774,80439229.876953125
992,inf,Moderate,10266104.85515811,74764574.59228516
992,inf,Mild,713643.8814077891,7395266.151161179
993,inf,High,17750677.19245993,77396807.66308594
993,inf,Moderate,7561568.887631487,75471835.39245605
993,inf,Mild,477632.76160906313,9730427.564857468
994,inf,High,19061019.944937203,78997856.64501953
994,inf,Moderate,8276530.372337293,75132307.02832031
994,inf,Mild,517542.35224807693,8468906.947059616
995,inf,High,19723879.638302542,81066826.37207031
995,inf,Moderate,9920554.504491743,73861003.36877441
995,inf,Mild,675056.1209344117,7671240.879554734
996,inf,High,19847424.565873582,74904348.234375
996,inf,Moderate,9733703.05476897,75894999.93115234
996,inf,Mild,686453.6681719206,11799722.454872116
997,inf,High,16083336.488530051,80093075.09082031
997,inf,Moderate,6822020.854452649,73505760.61376953
997,inf,Mild,490868.1488914187,9000234.915809616
998,inf,High,18569620.43027691,74514289.677734375
998,inf,Moderate,7289733.928359566,76513387.78430176
998,inf,Mild,428518.1421108005,11571393.158363327
999,inf,High,18758609.888043173,80082849.44824219
999,inf,Moderate,10181021.97470366,73687927.90185547
999,inf,Mild,649813.5331154047,8828293.270301804
1,rr,High,10706075.772387544,35325267.556244
1,rr,Moderate,10279239.332355836,84315332.86144662
1,rr,Mild,1795226.2720596318,42958470.20270884
10,rr,High,8049557.768324675,41228831.85604906
10,rr,Moderate,5126237.601173999,74306697.73131756
10,rr,Mild,1286984.0712147807,47063541.033032835
100,rr,High,14556109.824379437,45324026.795954704
100,rr,Moderate,12027287.294335483,76715080.17358273
100,rr,Mild,2560472.9908871027,40559963.65086202
1000,rr,High,11915007.868119776,38971017.560877666
1000,rr,Moderate,9784093.923476579,86219003.948237
1000,rr,Mild,1380088.1455927016,37409049.11128479
101,rr,High,17183377.841610435,39731870.03316927
101,rr,Moderate,14683886.915164813,75287230.53929965
101,rr,Mild,3210124.7267371016,47579970.04793054
102,rr,High,10951777.475782415,34729744.9999771
102,rr,Moderate,16225945.722947594,82491461.52249402
102,rr,Mild,5142902.93074976,45377864.097928345
103,rr,High,11290119.204714956,36779681.049723506
103,rr,Moderate,14457989.16799133,75975930.44199948
103,rr,Mild,5460496.293822226,49843459.128676474
104,rr,High,12465152.068438929,41249270.126897335
104,rr,Moderate,10399867.335556554,74336840.25035559
104,rr,Mild,2863685.8591771196,47012960.24314654
105,rr,High,14805949.58531003,37130707.42622028
105,rr,Moderate,8887445.661974108,74634917.42943603
105,rr,Mild,1373795.6314999938,50833445.76474315
106,rr,High,15333622.774538592,39775555.716819644
106,rr,Moderate,14150334.478296315,74128714.70404351
106,rr,Mild,4213713.72615905,48694800.19953631
107,rr,High,16137095.538032802,41827434.083728135
107,rr,Moderate,9481547.10934666,81184925.34518413
107,rr,Mild,1280351.2532495959,39586711.19148719
108,rr,High,19202499.669761997,35871295.067863226
108,rr,Moderate,14812103.144540979,78315093.11751758
108,rr,Mild,1865847.3233182416,48412682.43501866
109,rr,High,16064471.67335011,37900386.30683589
109,rr,Moderate,17559824.96442462,73563066.60328358
109,rr,Mild,5824583.278849152,51135617.710279986
11,rr,High,12432490.264378013,42835794.42672251
11,rr,Moderate,12754636.79732567,87710982.26770055
11,rr,Mild,2003470.7987476394,32052293.925976396
110,rr,High,13675038.389222763,34683759.13790804
110,rr,Moderate,15394762.997301517,77521002.99267471
110,rr,Mild,4816608.147352535,50394308.48981671
111,rr,High,16035397.819978712,37468863.812573016
111,rr,Moderate,9193252.584170211,76587977.70478235
111,rr,Mild,1072991.1556652617,48542229.10304409
112,rr,High,13020397.143772902,31613305.943096936
112,rr,Moderate,13948579.859660117,85325022.92639695
112,rr,Mild,2346392.3633691925,45660741.75090557
113,rr,High,11385590.231588215,36784428.936907694
113,rr,Moderate,10066579.559021426,75367270.86748368
113,rr,Mild,2516356.267335106,50447370.81600809
114,rr,High,9944926.136354351,41123936.37978232
114,rr,Moderate,12726886.102585722,72730725.43837337
114,rr,Mild,5700069.141139678,48744408.80224377
115,rr,High,10552647.48335711,46071446.545704365
115,rr,Moderate,11171356.399539199,72673508.91981857
115,rr,Mild,4211227.308526717,43854115.15487653
116,rr,High,14589842.110554133,40129989.080679536
116,rr,Moderate,12277601.588752722,80164780.39914785
116,rr,Mild,2116348.9978931025,42304301.14057207
117,rr,High,13698499.30603189,38570867.495123684
117,rr,Moderate,14072491.691852389,77821148.69948308
117,rr,Mild,3633223.0905622467,46207054.425792694
118,rr,High,12775648.768872682,37760532.32402712
118,rr,Moderate,10010838.060846098,72703259.59777062
118,rr,Mild,2306077.71443321,52135278.69860172
119,rr,High,12099863.155700307,31145179.945187926
119,rr,Moderate,10405998.617906878,83031865.65420943
119,rr,Mild,2191676.6960575846,48422025.0210021
12,rr,High,11170345.1759918,35093181.029785916
12,rr,Moderate,10960379.960142914,77269006.67940056
12,rr,Mild,2674991.4713234645,50236882.91121298
120,rr,High,12876826.479450673,40391003.441178605
120,rr,Moderate,15173684.181547197,72866788.58795846
120,rr,Mild,5740505.569716791,49341278.5912624
121,rr,High,10854085.9696035,37607697.59452319
121,rr,Moderate,8237224.5824870765,79254566.4154223
121,rr,Mild,1391599.3341326874,45736806.61045396
122,rr,High,14062423.761507083,33980174.97292781
122,rr,Moderate,13532578.309337618,82929324.02807826
122,rr,Mild,2475246.9014552706,45689571.61939339
123,rr,High,9839379.88926767,38924039.80741793
123,rr,Moderate,8574615.8808495,81431545.94883125
123,rr,Mild,1990719.6745728697,42243484.864150286
124,rr,High,14458506.613816919,34393433.51524812
124,rr,Moderate,13341160.619680367,79019770.997033
124,rr,Mild,2409890.7639420955,49185866.10811834
125,rr,High,16969573.034448277,43580204.413735494
125,rr,Moderate,14872839.593473423,82415206.13147843
125,rr,Mild,2591805.73831,36603660.07518554
126,rr,High,13657916.197103264,38520404.006807566
126,rr,Moderate,11920002.009597825,74623714.86371064
126,rr,Mild,2835148.0693294522,49454951.74988125
127,rr,High,16487457.180718046,40578481.67842138
127,rr,Moderate,11571082.787577888,75097633.07043731
127,rr,Mild,2289265.7154486603,46922955.87154077
128,rr,High,16939785.559104968,38272278.84655762
128,rr,Moderate,15278497.714139795,76103960.22878383
128,rr,Mild,3537857.2301436756,48222831.54505801
129,rr,High,10928084.418260392,34734545.58155608
129,rr,Moderate,5569145.276078177,71987295.24353324
129,rr,Mild,631680.6818441865,55877229.79531014
13,rr,High,11325510.388521073,40094312.77664089
13,rr,Moderate,12382113.882005109,72510609.70233427
13,rr,Mild,4985417.091991323,49994148.1414243
130,rr,High,11106300.4448713,34937423.72018582
130,rr,Moderate,12096475.792172752,83712317.86583076
130,rr,Mild,2461691.1624952056,43949329.03438288
131,rr,High,11934157.091644442,39538980.70350246
131,rr,Moderate,14200466.200776797,78076233.32244736
131,rr,Mild,4693435.187005426,44983856.59444964
132,rr,High,18942392.146862153,33917309.847162545
132,rr,Moderate,16455767.641243417,74742482.18476789
132,rr,Mild,3003805.4741367525,53939278.58846903
133,rr,High,9611593.242526243,37742326.046966314
133,rr,Moderate,7652982.160632594,74904301.53050447
133,rr,Mild,1933021.7521148624,49952443.04292868
134,rr,High,11791054.162015673,38924439.257773876
134,rr,Moderate,5271490.082190131,73008001.70855825
134,rr,Mild,681130.7969284753,50666629.65406734
135,rr,High,12255299.496575776,37822088.49422324
135,rr,Moderate,10441031.840666616,79017370.05575024
135,rr,Mild,2242700.752147768,45759612.07042599
136,rr,High,10357499.16813363,36929689.18204051
136,rr,Moderate,8157378.6952018095,77312527.75512688
136,rr,Mild,1595119.6868864961,48356853.68323207
137,rr,High,16492497.269336773,43152696.587972924
137,rr,Moderate,17852315.526865304,78564785.00285119
137,rr,Mild,5122434.521616414,40881589.02957535
138,rr,High,15911687.545211183,35039504.76311658
138,rr,Moderate,13905209.347745841,71193695.29870534
138,rr,Mild,3143475.173388554,56365870.55857754
139,rr,High,13255326.51566576,41082718.171278
139,rr,Moderate,9856326.136880005,80512653.55160706
139,rr,Mild,1677307.5207896605,41003698.8975144
14,rr,High,14249708.137709636,35193027.878011465
14,rr,Moderate,13545450.042978693,76576903.26718438
14,rr,Mild,2908663.874140256,50829139.47520362
140,rr,High,12570441.997722505,39871751.21830851
140,rr,Moderate,11443188.200646585,79675336.25409965
140,rr,Mild,2688448.674926549,43051983.1479913
141,rr,High,13993929.610223142,36166101.995670795
141,rr,Moderate,9706150.493960947,73314131.82843924
141,rr,Mild,1751574.6318857914,53118836.79628943
142,rr,High,16479727.841571715,37392201.648523614
142,rr,Moderate,13821327.257261556,77747980.35976255
142,rr,Mild,2290328.6470516194,47458888.6121133
143,rr,High,10354922.213718737,37512185.699309886
143,rr,Moderate,6463141.040461325,74472881.75015895
143,rr,Mild,1140756.1276198633,50614003.170930624
144,rr,High,12099814.769201847,42141928.42541599
144,rr,Moderate,9473223.081432752,79389292.23317772
144,rr,Mild,1729084.9589013972,41067849.961805746
145,rr,High,9627741.998195717,30385287.503614247
145,rr,Moderate,15703285.377079172,90089292.728994
145,rr,Mild,3619401.725050228,42124490.38779122
146,rr,High,11948722.365720766,38181901.21016264
146,rr,Moderate,11793944.865017096,80784309.8688802
146,rr,Mild,2652892.9951881836,43632859.54135662
147,rr,High,19676691.644405384,35593710.8935405
147,rr,Moderate,13491969.203601517,79803259.09648208
147,rr,Mild,2100110.1271635634,47202100.630376875
148,rr,High,11573026.925283104,35803800.78588104
148,rr,Moderate,10523133.012836197,73385092.69388716
148,rr,Mild,3002751.5899324217,53410177.14063126
149,rr,High,14354483.646782868,33170880.22755915
149,rr,Moderate,17372795.57733157,79666927.88582645
149,rr,Mild,4977911.346713411,49761262.50701386
15,rr,High,18791010.464656364,31717805.34844911
15,rr,Moderate,17273482.386706203,84109558.49698983
15,rr,Mild,2058826.2394049184,46771706.77496052
150,rr,High,9788761.677867249,42607133.95541227
150,rr,Moderate,9192328.199386027,78149015.02748255
150,rr,Mild,2302950.2543409914,41842921.63750464
151,rr,High,10152017.066220932,36506091.32196313
151,rr,Moderate,13567156.609544182,73556229.88490663
151,rr,Mild,5949815.740291211,52536749.413529694
152,rr,High,15353529.744844608,35588610.13212019
152,rr,Moderate,12870511.72325348,76967911.44230932
152,rr,Mild,2657311.282513271,50042549.04596995
153,rr,High,11144741.921067163,36845325.312399745
153,rr,Moderate,11239812.95536691,82294639.45537883
153,rr,Mild,2576090.1912591024,43459105.852620885
154,rr,High,12421545.077966543,39079315.894807816
154,rr,Moderate,9542739.576029805,86244355.08080088
154,rr,Mild,1192796.1636143082,37275399.64479077
155,rr,High,14984962.679331424,35253455.52742183
155,rr,Moderate,20037500.879580803,89453096.38006483
155,rr,Mild,3647585.64895863,37892518.7129128
156,rr,High,11517000.915049499,39479188.31873511
156,rr,Moderate,8143431.410292126,83025380.0634808
156,rr,Mild,1170273.6360245438,40094502.23818356
157,rr,High,13013872.692617383,39725696.82349521
157,rr,Moderate,13832737.750364693,82233645.83734833
157,rr,Mild,3242221.336005142,40639727.959555924
158,rr,High,14184682.024764732,38304278.61439735
158,rr,Moderate,12142331.23001018,80687171.30930959
158,rr,Mild,2044820.9099362744,43607620.69669253
159,rr,High,14416980.807758572,44000441.64427309
159,rr,Moderate,9794741.906211462,82702566.80805403
159,rr,Mild,1423298.5826342127,35896062.16807234
16,rr,High,14079896.852563573,42368060.55724095
16,rr,Moderate,12991579.586906409,80191561.20561337
16,rr,Mild,2703523.295524811,40039448.85754514
160,rr,High,13474908.165784275,34168322.27159391
160,rr,Moderate,16941154.602929786,76443136.3460015
160,rr,Mild,6120644.6264441665,51987612.00280404
161,rr,High,13615961.041605907,43432005.46315867
161,rr,Moderate,16519490.302725663,84259145.13973033
161,rr,Mild,4030563.6122044977,34907920.01751046
162,rr,High,12391478.968516424,38851375.56697446
162,rr,Moderate,12030092.858188236,89585362.25073653
162,rr,Mild,1656098.3581219474,34162332.802688465
163,rr,High,12531777.817862812,34414527.54214382
163,rr,Moderate,13102951.252025858,82066649.44043092
163,rr,Mild,2718876.2811151333,46117893.637824714
164,rr,High,9815116.036141451,37252062.617203295
164,rr,Moderate,11081159.905577384,84205584.96505682
164,rr,Mild,2526807.232211347,41141423.03813934
165,rr,High,12771290.622566266,40131729.46641539
165,rr,Moderate,15928472.805724489,80660557.11279887
165,rr,Mild,4788367.045791753,41806784.0411852
166,rr,High,10841910.313949022,38448451.99381733
166,rr,Moderate,6947881.077245384,80562659.08513795
166,rr,Mild,1108190.426413882,43587959.54144418
167,rr,High,13272817.651996324,37036724.58164841
167,rr,Moderate,11755597.178555984,78324685.68222177
167,rr,Mild,2473557.8706729813,47237660.35652928
168,rr,High,11821723.193615207,39290980.08953506
168,rr,Moderate,13406223.012589788,79719059.252277
168,rr,Mild,3663222.590524642,43589031.2785874
169,rr,High,13334407.784949739,41448334.15780097
169,rr,Moderate,10487886.9346472,77935125.71247445
169,rr,Mild,1979493.3411075985,43215610.75012404
17,rr,High,11398562.197904726,42878128.019835114
17,rr,Moderate,7677767.443622176,74512489.38591419
17,rr,Mild,1598654.4404576232,45208453.214650154
170,rr,High,11953300.790455623,37511830.75432776
170,rr,Moderate,9699356.616335664,82054681.27306974
170,rr,Mild,1405406.5291630102,43032558.59300196
171,rr,High,14933952.494240798,42359457.59800923
171,rr,Moderate,11100002.134246154,76885394.04420316
171,rr,Mild,2039539.3735024042,43354218.97818707
172,rr,High,15678412.224265574,38886627.02332449
172,rr,Moderate,13223032.131641416,72894647.49783592
172,rr,Mild,3555366.3090113103,50817796.09923905
173,rr,High,11481086.615516584,26653498.52745305
173,rr,Moderate,14062001.599409167,86711757.88324678
173,rr,Mild,2232394.5845372314,49233814.20969963
174,rr,High,16921230.030019023,44145207.64710814
174,rr,Moderate,13241599.802894775,74548753.72901838
174,rr,Mild,3131129.7514384016,43905109.24427295
175,rr,High,11145100.266114064,35353664.33436668
175,rr,Moderate,8883767.925962627,82511879.73530589
175,rr,Mild,1340104.4145460608,44733526.55072689
176,rr,High,15969123.78581428,38707766.42046261
176,rr,Moderate,8923527.735579433,76306481.86255234
176,rr,Mild,1234040.0929196829,47584822.33738451
177,rr,High,13088290.96749366,37046821.30810946
177,rr,Moderate,9269725.241297117,79892569.02346663
177,rr,Mild,1256864.1231509254,45659680.288823366
178,rr,High,13281154.098264439,39512416.706530154
178,rr,Moderate,13841265.326018687,75974969.4418212
178,rr,Mild,4043604.979894653,47111684.472048104
179,rr,High,12398982.305542419,40911046.75283009
179,rr,Moderate,13091100.08794924,80618881.17044978
179,rr,Mild,3208557.7756663915,41069142.69711959
18,rr,High,12533675.637884907,36118449.73816919
18,rr,Moderate,13519646.26973368,82542320.02273464
18,rr,Mild,3336080.090415654,43938300.859495625
180,rr,High,6207158.976101251,48301471.8684576
180,rr,Moderate,2354934.6005141498,80742621.04842609
180,rr,Mild,242366.3775700181,33554977.70351577
181,rr,High,13522788.791973684,35680988.50496465
