rep,metric,category,inf_cat_total,pop_cat_total
880,rr,Mild,814416.21123673,36983054.52957302
881,rr,High,20956798.17916889,36487559.39052272
881,rr,Moderate,20182283.651582982,80433659.30182451
881,rr,Mild,3666333.0017429017,45677851.92805223
882,rr,High,16184267.741975848,38800841.77803922
882,rr,Moderate,15613218.972112177,78433527.76405375
882,rr,Mild,3628724.8582280604,45364701.078306496
883,rr,High,13434945.47744944,37405322.000954196
883,rr,Moderate,14355087.706018992,84676585.0692085
883,rr,Mild,2890362.760250836,40517163.55023676
884,rr,High,12621295.820272194,36561451.04415679
884,rr,Moderate,10671212.776302284,77047531.28523777
884,rr,Mild,2656799.112593513,48990088.291004896
885,rr,High,10961117.804383175,34222414.50146061
885,rr,Moderate,13664942.879433613,84455310.6586002
885,rr,Mild,3584488.104286651,43921345.46033865
886,rr,High,15235411.176262973,44820733.42047435
886,rr,Moderate,7472478.643173489,77283810.13574664
886,rr,Mild,800499.4879722716,40494527.06417847
887,rr,High,10231986.765948767,39168878.61535573
887,rr,Moderate,10236131.864163805,83731135.92186694
887,rr,Mild,2248868.359666893,39699056.08317679
888,rr,High,13690571.431533583,37422879.65987253
888,rr,Moderate,9913682.64825821,78733904.764432
888,rr,Mild,1744995.413239767,46442286.19609493
889,rr,High,16246165.455975221,36852202.62326537
889,rr,Moderate,16082126.01898752,80680042.48246604
889,rr,Mild,3743487.909316654,45066825.51466805
89,rr,High,12129523.338995526,32600761.755415916
89,rr,Moderate,13616742.437966282,86162973.42587249
89,rr,Mild,2801001.7731604544,43835335.439111054
890,rr,High,16068300.287940867,40933522.94600493
890,rr,Moderate,8346009.137154696,74571409.3515089
890,rr,Mild,1216612.669313541,47094138.32288563
891,rr,High,15850992.417710401,42236735.48290585
891,rr,Moderate,5490903.78766909,84681529.05103207
891,rr,Mild,243635.43352624957,35680806.086461544
892,rr,High,13256066.72505446,44083711.436600685
892,rr,Moderate,9263051.053065022,80282917.77405922
892,rr,Mild,1337442.5268287826,38232441.409739554
893,rr,High,12109219.208346726,34870358.99657017
893,rr,Moderate,14173445.30671724,80375798.50710337
893,rr,Mild,3883057.246553751,47352913.11672592
894,rr,High,15437580.844452098,38748138.5819187
894,rr,Moderate,11375873.177593514,78749136.36607015
894,rr,Mild,1659397.2859498735,45101795.67241061
895,rr,High,14318648.415611645,41060279.09286147
895,rr,Moderate,11831119.89029041,80171546.09863067
895,rr,Mild,2034099.1806672877,41367245.42890732
896,rr,High,11422503.564014507,35106730.462234244
896,rr,Moderate,9766224.615309082,75969116.54431808
896,rr,Mild,1919319.0145852622,51523223.61384714
897,rr,High,14292838.873547796,36841021.69154817
897,rr,Moderate,12242052.229516782,81073472.15794198
897,rr,Mild,2346546.7596999216,44684576.77090931
898,rr,High,13344911.59606992,31202730.956455335
898,rr,Moderate,20118979.255232118,83349099.79648787
898,rr,Mild,5813002.434430634,48047239.86745626
899,rr,High,11485362.323211448,33971199.40513551
899,rr,Moderate,12953995.125759264,84756926.84886676
899,rr,Mild,2546376.7012452716,43870944.36639719
9,rr,High,10017345.518451514,43697067.78735018
9,rr,Moderate,8798024.565915847,75847939.968028
9,rr,Mild,2383547.773976212,43054062.86502129
90,rr,High,11555157.530906184,35808588.45981513
90,rr,Moderate,10238864.570323184,73123386.67029059
90,rr,Mild,2897861.0808110377,53667095.49029374
900,rr,High,14768753.926894844,41209946.848852634
900,rr,Moderate,14411705.70579135,82136273.09394115
900,rr,Mild,2896180.4005954238,39252850.67760567
901,rr,High,16048109.936619628,38929186.66978216
901,rr,Moderate,13394625.375233475,77564614.46372217
901,rr,Mild,2774707.472857224,46105269.48689513
902,rr,High,12542894.385612888,37579935.01427792
902,rr,Moderate,11219989.481655052,86711483.27101916
902,rr,Mild,1655388.6873106381,38307652.33510238
903,rr,High,15879055.4233856,39321834.961476326
903,rr,Moderate,14745203.997984355,77531133.03606975
903,rr,Mild,3838292.678626175,45746102.62285338
904,rr,High,14168571.499217868,33973732.12624429
904,rr,Moderate,19295724.845355198,76100039.11195725
904,rr,Mild,7497142.230278298,52525299.38219792
905,rr,High,13998937.623584384,37034796.713318884
905,rr,Moderate,14239728.656645762,88218246.54766451
905,rr,Mild,2317218.0913264304,37346027.35941607
906,rr,High,12345289.324383492,36699630.85212754
906,rr,Moderate,11962203.764510563,80574935.55773604
906,rr,Mild,2639611.1191464043,45324504.210535884
907,rr,High,13125031.204644633,39523126.968346715
907,rr,Moderate,11523308.845173653,75339471.55765377
907,rr,Mild,2910005.088656775,47736472.094398975
908,rr,High,16106939.144948129,43272545.47985393
908,rr,Moderate,11055533.580525871,76962007.51209365
908,rr,Mild,1812429.8903341126,42364517.628451884
909,rr,High,10683931.896705665,42031668.57596165
909,rr,Moderate,9729668.550803734,80852028.85133564
909,rr,Mild,2195990.6557582454,39715373.193102166
91,rr,High,12170045.81107593,37213389.40401995
91,rr,Moderate,13977777.149338359,79416378.47083859
91,rr,Mild,4051496.9651204254,45969302.74554092
910,rr,High,11044396.142975444,38771581.22937852
910,rr,Moderate,8355523.996348124,77381962.44110005
910,rr,Mild,1469942.0213280888,46445526.94992089
911,rr,High,13184691.042133676,38718041.67498684
911,rr,Moderate,12694944.482513811,78256021.76114093
911,rr,Mild,3104745.173184311,45625007.18427169
912,rr,High,15683199.472053636,40229529.26047705
912,rr,Moderate,17701754.05410489,75112325.06889099
912,rr,Mild,6146801.603913941,47257216.29103142
913,rr,High,13098470.227495737,34290843.624079704
913,rr,Moderate,12619338.6195736,77537148.493187
913,rr,Mild,2798286.3570258953,50771078.50313276
914,rr,High,13525419.377482926,37624803.87757063
914,rr,Moderate,7545493.2206683345,76049468.02492039
914,rr,Mild,836555.1465760184,48924798.71790844
915,rr,High,12539745.268863901,37662051.58673315
915,rr,Moderate,12427009.205306243,82994936.9669851
915,rr,Mild,2393640.5225111237,41942082.066681206
916,rr,High,10965203.233680528,34042824.016698405
916,rr,Moderate,8510235.38614736,80999674.30695689
916,rr,Mild,1645318.5386500866,47556572.29674417
917,rr,High,11293172.137838725,39395742.063168764
917,rr,Moderate,5566775.195465522,74840141.98841637
917,rr,Mild,654750.8430244571,48363186.56881432
918,rr,High,17480555.039722722,41310273.57431309
918,rr,Moderate,12852739.295274936,76796803.34756833
918,rr,Mild,2183995.202032246,44491993.69851804
919,rr,High,14577693.195295874,38635960.6084829
919,rr,Moderate,8617524.878864763,78354513.30507807
919,rr,Mild,1114899.371816468,45608596.70683849
92,rr,High,11638829.152218156,41408740.24794227
92,rr,Moderate,8011058.683976688,79725981.02988206
92,rr,Mild,1425565.2381354668,41464349.34257513
920,rr,High,17351570.18909818,40358817.72747886
920,rr,Moderate,9564757.67787235,84560233.01107703
920,rr,Mild,717562.9379838079,37680019.88184357
921,rr,High,13005797.162228169,38320796.72898273
921,rr,Moderate,12895853.943438765,76994154.89663738
921,rr,Mild,3602948.776249962,47284118.99477935
922,rr,High,13008611.555777697,33377626.16891931
922,rr,Moderate,11080174.803177608,74933789.06618333
922,rr,Mild,2289403.7346122046,54287655.38529682
923,rr,High,13439811.146462675,35019999.36560607
923,rr,Moderate,13029918.688778717,80242723.75514555
923,rr,Mild,2332932.184172385,47336347.49964784
924,rr,High,15534023.337001035,42884737.25876725
924,rr,Moderate,9215089.058662258,80802647.48993593
924,rr,Mild,1111437.4115443865,38911685.87169628
925,rr,High,13817573.446823,34744642.84809756
925,rr,Moderate,16302757.90257985,73933870.43384421
925,rr,Mild,6204052.571049061,53920557.33845769
926,rr,High,12067053.293909358,34174627.51777011
926,rr,Moderate,8996499.04304875,76011591.38197035
926,rr,Mild,1551897.2291027799,52412851.720659
927,rr,High,17100871.126751233,40983651.38315892
927,rr,Moderate,8394181.458604677,81953255.29499476
927,rr,Mild,835142.4116097492,39662163.94224578
928,rr,High,9760689.932267504,35658378.89724517
928,rr,Moderate,7612272.247821633,75918888.50740401
928,rr,Mild,1550528.275693354,51021803.21575028
929,rr,High,11929582.991149839,39190574.19150077
929,rr,Moderate,13706924.843115438,84738366.27043927
929,rr,Mild,3165411.7971227714,38670130.158459425
93,rr,High,14596402.422804026,37547356.25241089
93,rr,Moderate,5799342.713773365,80342496.57960413
93,rr,Mild,335688.2088356052,44709217.78838444
930,rr,High,13802468.630571702,43961333.20046955
930,rr,Moderate,7211593.522376889,75056932.088588655
930,rr,Mild,1071389.8664081392,43580805.33134125
931,rr,High,10885490.622324487,39183343.64513075
931,rr,Moderate,6872918.562034234,74502625.51404797
931,rr,Mild,1219012.2694363068,48913101.46122074
932,rr,High,11754698.234757118,38964569.32049404
932,rr,Moderate,11710649.769363858,74968341.9941867
932,rr,Mild,3487470.3109464073,48666159.30571872
933,rr,High,11377549.766342072,38663080.94108254
933,rr,Moderate,8801408.45363792,81706645.97533475
933,rr,Mild,1563862.1624063314,42229343.703982174
934,rr,High,16163075.240272408,35003111.00085598
934,rr,Moderate,17246624.939473912,79098275.40380281
934,rr,Mild,4165621.224742809,48497684.215740666
935,rr,High,12502184.072341211,41274588.469985545
935,rr,Moderate,9384786.396008143,82328700.82663773
935,rr,Mild,1605534.1491984366,38995781.323776186
936,rr,High,7744921.254067259,40054273.44756746
936,rr,Moderate,4661897.9544004,78741243.20445888
936,rr,Mild,777999.0647238727,43803553.96837312
937,rr,High,12022228.870344087,39147496.48733519
937,rr,Moderate,14757992.592684677,81253235.686391
937,rr,Mild,4097961.3597824033,42198338.446673274
938,rr,High,12979231.295918101,39352471.20811379
938,rr,Moderate,14019040.669294285,79135006.87296782
938,rr,Mild,3953055.4003588664,44111592.53931785
939,rr,High,10139794.134217683,35654090.25065708
939,rr,Moderate,9377487.072916444,79497587.40188234
939,rr,Mild,2297949.292854619,47447392.96786004
94,rr,High,14024690.602240346,33643714.49244581
94,rr,Moderate,16799358.06804747,77139888.775015
94,rr,Mild,4805565.586501359,51815467.35293865
940,rr,High,10591580.223128812,37263738.42880122
940,rr,Moderate,10459977.57066571,77672402.41753703
940,rr,Mild,2660713.5695867757,47662929.7740612
941,rr,High,12026164.043284098,41239992.68773228
941,rr,Moderate,10822887.62566422,79334937.7060355
941,rr,Mild,2373968.9503777544,42024140.226631686
942,rr,High,10546055.107370496,34493852.23846686
942,rr,Moderate,9889145.74470049,79816067.03985721
942,rr,Mild,2135972.656052153,48289151.34207539
943,rr,High,14616210.41682401,40068250.14244419
943,rr,Moderate,14120449.119296608,81777461.27931683
943,rr,Mild,2742339.207925686,40753359.19863844
944,rr,High,14716066.36419221,37571278.79945779
944,rr,Moderate,9111712.219940886,83333340.70581757
944,rr,Mild,837290.7150238471,41694451.11512411
945,rr,High,14474796.883604817,39089425.88977955
945,rr,Moderate,16799417.112863194,76581461.38709211
945,rr,Mild,5961499.198464643,46928183.343527794
946,rr,High,19581931.54945871,47468203.7477206
946,rr,Moderate,10316387.30360203,74056902.58498763
946,rr,Mild,1431805.8850412557,41073964.287691236
947,rr,High,16348578.538548805,37142655.465487584
947,rr,Moderate,14611636.772171289,84031811.05524373
947,rr,Mild,2125845.9715264724,41424604.099668145
948,rr,High,16195376.326001536,40696626.05478436
948,rr,Moderate,12056952.750950158,77880568.01026289
948,rr,Mild,2115923.1373129,44021876.55535221
949,rr,High,11233159.167991329,39134603.39740497
949,rr,Moderate,13883871.624903582,72881940.38514423
949,rr,Mild,5853203.358010613,50582526.83785026
95,rr,High,14462977.593906322,34801092.10279147
95,rr,Moderate,12854416.391180858,85436844.99267697
95,rr,Mild,2115488.913882084,42361133.52493101
950,rr,High,15031856.993414342,37476913.46411854
950,rr,Moderate,13963140.441116082,85326418.49991284
950,rr,Mild,2031440.961690446,39795738.65636808
951,rr,High,14758907.537221503,38939741.57803595
951,rr,Moderate,16792779.790500604,78503689.53324662
951,rr,Mild,5163833.259686629,45155639.50911689
952,rr,High,10438258.205745762,33975374.70938331
952,rr,Moderate,11282196.380597083,85977933.6323465
952,rr,Mild,2074170.3176590095,42645762.278669655
953,rr,High,13228874.600306535,45797929.42908627
953,rr,Moderate,13658650.438351179,72799485.62272155
953,rr,Mild,5371873.152584257,44001655.56859164
954,rr,High,12009195.275495071,37859808.57971102
954,rr,Moderate,15430782.589270476,79942894.0297023
954,rr,Mild,4772313.653757106,44796368.010986134
955,rr,High,14449914.360544275,35269714.99845527
955,rr,Moderate,13600873.037419142,80532906.2454375
955,rr,Mild,2354158.7631734996,46796449.376506686
956,rr,High,12415691.248298762,39841166.0360983
956,rr,Moderate,15206479.459188297,84654807.6534863
956,rr,Mild,3456608.0994295976,38103096.93081486
957,rr,High,13227045.347586095,38233158.87526524
957,rr,Moderate,16789698.050196946,74315842.07322745
957,rr,Mild,6604986.530753297,50050069.67190677
958,rr,High,12229796.301603284,37132098.89521122
958,rr,Moderate,11871551.059179004,82169468.63014095
958,rr,Mild,2586958.5676171137,43297503.095047295
959,rr,High,18269749.702850968,35257190.778962374
959,rr,Moderate,20083707.60434639,85032207.456865
959,rr,Mild,3565037.5238382267,42309672.38457209
96,rr,High,15797193.654996116,37468819.9597376
96,rr,Moderate,13206116.225315128,76450689.63651238
96,rr,Mild,2683809.384328386,48679561.02414948
960,rr,High,15693278.673285522,37335062.12887794
960,rr,Moderate,15445677.678948676,81963799.4028619
960,rr,Mild,2913429.030096611,43300209.08865963
961,rr,High,14118716.181083981,35441935.85506618
961,rr,Moderate,10895401.581857981,86218979.39063983
961,rr,Mild,1049080.472159446,40938155.37469345
962,rr,High,12515581.143271385,33433607.364792347
962,rr,Moderate,12347284.51717893,74963823.16907977
962,rr,Mild,3524594.1000037952,54201640.08652735
963,rr,High,9158699.774635341,31848604.10841374
963,rr,Moderate,11695922.785879694,78763588.54221576
963,rr,Mild,3353260.962504105,51986877.969769955
964,rr,High,11914341.996562947,39064258.68798499
964,rr,Moderate,12752179.380034935,77625492.41616446
964,rr,Mild,3733544.3851930574,45909319.516250014
965,rr,High,11699489.555120053,34191198.39072329
965,rr,Moderate,11075887.529280141,82053021.3461548
965,rr,Mild,2268577.2366086105,46354850.88352138
966,rr,High,10673518.93452337,40167911.64387524
966,rr,Moderate,8581979.620311657,77857123.85707718
966,rr,Mild,1946703.7338000028,44574035.11944704
967,rr,High,11444059.916482933,33484641.515087843
967,rr,Moderate,12272631.096464168,75855194.59019153
967,rr,Mild,3392285.1039612596,53259234.51512009
968,rr,High,13717827.871310724,39565747.59194206
968,rr,Moderate,13758396.993552873,77004389.75096285
968,rr,Mild,3902562.491210187,46028933.27749455
969,rr,High,10850115.144130839,36016424.4247368
969,rr,Moderate,9408534.744503971,79178078.2397884
969,rr,Mild,1765822.7660507048,47404567.955874264
97,rr,High,9511197.304247303,38969786.42474942
97,rr,Moderate,10051140.760642687,74634948.99310333
97,rr,Mild,3745198.5163505804,48994335.202546716
970,rr,High,15069683.796825878,39637988.001470506
970,rr,Moderate,15738273.842327049,75826250.76268965
970,rr,Mild,4193462.9362162757,47134831.856239304
971,rr,High,15981254.388338927,37434676.9476341
971,rr,Moderate,17045420.985596456,72805703.44137363
971,rr,Mild,5867500.60825706,52358690.23139173
972,rr,High,15238900.079829026,37821682.074564815
972,rr,Moderate,15115535.462042708,76005191.56769155
972,rr,Mild,3842096.682692824,48772196.978143096
973,rr,High,12847216.44752784,42520185.246340275
973,rr,Moderate,11960871.080969943,77420477.36269061
973,rr,Mild,3356889.5162396003,42658408.01136857
974,rr,High,16565985.04536084,43501577.75004965
974,rr,Moderate,12509175.905418664,83031832.74807201
974,rr,Mild,2047095.2239726607,36065660.122277796
975,rr,High,18258779.379658062,35608346.89361125
975,rr,Moderate,19280502.232458103,81067815.66919146
975,rr,Mild,3982683.74338538,45922908.05759674
976,rr,High,15833827.680726556,35648198.14868891
976,rr,Moderate,14854233.829574078,79000084.82089351
976,rr,Mild,3610234.1237111706,47950787.65081704
977,rr,High,13449920.897695955,37792172.15379125
977,rr,Moderate,12224665.31745598,75111574.71556036
977,rr,Mild,3388573.5854779966,49695323.75104785
978,rr,High,14200387.160930984,39196973.78831679
978,rr,Moderate,15390519.505358176,79607911.6850391
978,rr,Mild,4469418.666979989,43794185.14704357
979,rr,High,13305965.328909049,35598150.29034591
979,rr,Moderate,15824008.989481607,80527537.49783824
979,rr,Mild,4238392.069744169,46473382.83221531
98,rr,High,12610120.223628229,36620975.60784423
98,rr,Moderate,12884807.14833973,83662267.90231018
98,rr,Mild,2300748.733252556,42315827.11024505
980,rr,High,14890318.247421272,37865014.88191824
980,rr,Moderate,8938458.317163495,75069594.98582691
980,rr,Mild,1397954.2337164178,49664460.752654314
981,rr,High,13057185.724728085,41177643.597709715
981,rr,Moderate,8615327.698922627,78495522.56970964
981,rr,Mild,1620457.5517387772,42925904.4529801
982,rr,High,11431763.779247297,33818103.515496254
982,rr,Moderate,12900729.837412858,86001803.60070471
